governate,city,station_name,destination,price
القاهرة,حى الساحل - شبرا,عبود,دمياط,110.0
القاهرة,حى الساحل - شبرا,عبود,رأس البر,140.0
القاهرة,حى الساحل - شبرا,عبود,كفر الشيخ,59.0
القاهرة,حى الساحل - شبرا,عبود,قلين,60.0
القاهرة,حى الساحل - شبرا,عبود,الحامول,65.0
القاهرة,حى الساحل - شبرا,عبود,بيلا,66.0
القاهرة,حى الساحل - شبرا,عبود,بلطيم,85.0
القاهرة,حى الساحل - شبرا,عبود,دسوق,67.0
القاهرة,حى الساحل - شبرا,عبود,فوه,75.0
القاهرة,حى الساحل - شبرا,عبود,مطوبس,78.0
القاهرة,حى الساحل - شبرا,عبود,دمنهور,73.0
القاهرة,حى الساحل - شبرا,عبود,أبو المطامير,74.0
القاهرة,حى الساحل - شبرا,عبود,الدلنجات,73.0
القاهرة,حى الساحل - شبرا,عبود,شبراخيت,65.0
القاهرة,حى الساحل - شبرا,عبود,إيتاى البارود,60.0
القاهرة,حى الساحل - شبرا,عبود,مديرية التحرير,46.0
القاهرة,حى الساحل - شبرا,عبود,مدينة بدر,46.0
القاهرة,حى الساحل - شبرا,عبود,كوم حمادة,50.0
القاهرة,حى الساحل - شبرا,عبود,طنطا,46.0
القاهرة,حى الساحل - شبرا,عبود,السنطة,47.0
القاهرة,حى الساحل - شبرا,عبود,كفر الزيات,50.0
القاهرة,حى الساحل - شبرا,عبود,المحلة الكبرى,60.0
القاهرة,حى الساحل - شبرا,عبود,زفتى,45.0
القاهرة,حى الساحل - شبرا,عبود,شبين الكوم,33.0
القاهرة,حى الساحل - شبرا,عبود,تلا,43.0
القاهرة,حى الساحل - شبرا,عبود,نادر,42.0
القاهرة,حى الساحل - شبرا,عبود,الشهداء,42.0
القاهرة,حى الساحل - شبرا,عبود,منوف,33.0
القاهرة,حى الساحل - شبرا,عبود,قويسنا,31.0
القاهرة,حى الساحل - شبرا,عبود,بركة السبع,33.0
القاهرة,حى الساحل - شبرا,عبود,الزقازيق,45.0
القاهرة,حى الساحل - شبرا,عبود,أبو حماد,40.0
القاهرة,حى الساحل - شبرا,عبود,منيا القمح,30.0
القاهرة,حى الساحل - شبرا,عبود,بلبيس,30.0
القاهرة,حى الساحل - شبرا,عبود,ديرب نجم,50.0
القاهرة,حى الساحل - شبرا,عبود,فاقوس,56.0
القاهرة,حى الساحل - شبرا,عبود,أبو كبير,50.0
القاهرة,حى الساحل - شبرا,عبود,ههيا,40.0
القاهرة,حى الساحل - شبرا,عبود,كفر صقر,60.0
القاهرة,حى الساحل - شبرا,عبود,الإبراهيمية,50.0
القاهرة,حى الساحل - شبرا,عبود,الحسينية,67.0
القاهرة,حى الساحل - شبرا,عبود,أولاد صقر,62.0
القاهرة,حى الساحل - شبرا,عبود,المنصورة,59.0
القاهرة,حى الساحل - شبرا,عبود,دكرنس,65.0
القاهرة,حى الساحل - شبرا,عبود,السنبلاوين,60.0
القاهرة,حى الساحل - شبرا,عبود,شربين,62.0
القاهرة,حى الساحل - شبرا,عبود,المنزلة,88.0
القاهرة,حى الساحل - شبرا,عبود,منية النصر,66.0
القاهرة,حى الساحل - شبرا,عبود,بلقاس,66.0
القاهرة,حى الساحل - شبرا,عبود,ميت غمر,42.0
القاهرة,حى الساحل - شبرا,عبود,جمصة,81.0
القاهرة,حى الساحل - شبرا,عبود,الإسكندرية,120.0
القاهرة,حى الساحل - شبرا,عبود,الإسكندرية (مكيف),130.0
القاهرة,حى الساحل - شبرا,عبود,الفيوم,55.0
القاهرة,حى الساحل - شبرا,عبود,يوسف الصديق,62.0
القاهرة,حى الساحل - شبرا,عبود,بنى سويف,72.0
القاهرة,حى الساحل - شبرا,عبود,الواسطى,72.0
القاهرة,حى الساحل - شبرا,عبود,المنيا,170.0
القاهرة,حى الساحل - شبرا,عبود,أسيوط,205.0
القاهرة,حى الساحل - شبرا,عبود,سوهاج,245.0
القاهرة,حى الساحل - شبرا,عبود,الوادى الجديد,290.0
القاهرة,السلام,السلام,الزقازيق,38.0
القاهرة,السلام,السلام,فاقوس,52.0
القاهرة,السلام,السلام,الحسينية,56.0
القاهرة,السلام,السلام,أبو كبير,46.0
القاهرة,السلام,السلام,كفر صقر,50.0
القاهرة,السلام,السلام,أولاد صقر,61.0
القاهرة,السلام,السلام,ديرب نجم,46.0
القاهرة,السلام,السلام,الإبراهيمية,46.0
القاهرة,السلام,السلام,القرين,43.0
القاهرة,السلام,السلام,بلبيس,23.0
القاهرة,السلام,السلام,أبو حماد,37.0
القاهرة,السلام,السلام,ههيا,40.0
القاهرة,السلام,السلام,العاشر من رمضان,25.0
القاهرة,السلام,السلام,الصالحية الجديدة,55.0
القاهرة,السلام,السلام,طنطا,52.0
القاهرة,السلام,السلام,المحلة الكبرى,60.0
القاهرة,السلام,السلام,سمنود,60.0
القاهرة,السلام,السلام,زفتى,41.0
القاهرة,السلام,السلام,السنطة,46.0
القاهرة,السلام,السلام,بسيون,60.0
القاهرة,السلام,السلام,المنصورة,61.0
القاهرة,السلام,السلام,السنبلاوين,60.0
القاهرة,السلام,السلام,أجا,48.0
القاهرة,السلام,السلام,المنزلة,87.0
القاهرة,السلام,السلام,دكرنس,65.0
القاهرة,السلام,السلام,منية النصر,65.0
القاهرة,السلام,السلام,ميت غمر,45.0
القاهرة,السلام,السلام,شربين,61.0
القاهرة,السلام,السلام,دمنهور,71.0
القاهرة,السلام,السلام,أبو حمص,73.0
القاهرة,السلام,السلام,حوش عيسى,71.0
القاهرة,السلام,السلام,رشيد,140.0
القاهرة,السلام,السلام,كفر الشيخ,61.0
القاهرة,السلام,السلام,الرياض,65.0
القاهرة,السلام,السلام,فوه,75.0
القاهرة,السلام,السلام,مطوبس,80.0
القاهرة,السلام,السلام,شبين الكوم,35.0
القاهرة,السلام,السلام,قويسنا,32.0
القاهرة,السلام,السلام,بركة السبع,33.0
القاهرة,السلام,السلام,دمياط,110.0
القاهرة,السلام,السلام,رأس البر,130.0
القاهرة,السلام,السلام,بنها,28.0
القاهرة,السلام,السلام,كفر شكر,31.0
القاهرة,السلام,السلام,المؤسسة,9.0
القاهرة,السلام,السلام,الشباب والعبور,12.0
القاهرة,السلام,السلام,العبور الجديدة,15.0
القاهرة,السلام,السلام,بنى سويف,70.0
القاهرة,السلام,السلام,الفيوم,60.0
القاهرة,السلام,السلام,الإسكندرية,115.0
القاهرة,السلام,السلام,الإسكندرية (مكيف),125.0
القاهرة,السلام,السلام,الهرم,16.0
القاهرة,السلام,السلام,6 اكتوبر,26.0
القاهرة,السلام,السلام,مدينة بدر,20.0
القاهرة,السلام,السلام,المستقبل,15.0
القاهرة,السلام,السلام,الشروق,16.0
القاهرة,السلام,السلام,العاصمة الإدارية,45.0
القاهرة,السلام,السلام,التجمع الخامس,16.0
القاهرة,السلام,السلام,مدينتى,22.0
القاهرة,السلام,السلام,الرحاب,16.0
القاهرة,السلام,السلام,الحى العاشر,15.0
القاهرة,المرج,المرج,أسيوط,215.0
القاهرة,المرج,المرج,سوهاج,240.0
القاهرة,المرج,المرج,الفيوم,55.0
القاهرة,المرج,المرج,أبشواى,57.0
القاهرة,المرج,المرج,قنا,270.0
القاهرة,المرج,المرج,ملوى,190.0
القاهرة,المرج,المرج,المنيا,170.0
القاهرة,المرج,المرج,بنى سويف,70.0
القاهرة,المرج,المرج,الواسطى,63.0
القاهرة,المرج,المرج,يوسف الصديق,63.0
القاهرة,المرج,المرج,الوادى الجديد,285.0
القاهرة,المرج,المرج,السويس,63.0
القاهرة,المرج,المرج,السويس (بيجو),63.0
القاهرة,المرج,المرج,بورتو السخنة,85.0
القاهرة,المرج,المرج,الإسماعيلية,55.0
القاهرة,المرج,المرج,الإسماعيلية (بيجو),55.0
القاهرة,المرج,المرج,فايد,65.0
القاهرة,المرج,المرج,فايد (بيجو),56.0
القاهرة,المرج,المرج,القصاصين,50.0
القاهرة,المرج,المرج,القنطرة,68.0
القاهرة,المرج,المرج,التل الكبير,51.0
القاهرة,المرج,المرج,بورسعيد,120.0
القاهرة,المرج,المرج,بورسعيد (بيجو),120.0
القاهرة,المرج,المرج,الطور,145.0
القاهرة,المرج,المرج,نويبع,230.0
القاهرة,المرج,المرج,رأس سدر,123.0
القاهرة,المرج,المرج,العريش,140.0
القاهرة,المرج,المرج,العريش (بيجو),140.0
القاهرة,المرج,المرج,رفح,170.0
القاهرة,المرج,المرج,العلمين,175.0
القاهرة,المرج,المرج,العلمين (مكيف),190.0
القاهرة,المرج,المرج,الإسكندرية,115.0
القاهرة,المرج,المرج,الإسكندرية (مكيف),125.0
القاهرة,المرج,المرج,العاشر من رمضان,27.0
القاهرة,المرج,المرج,فاقوس,60.0
القاهرة,المرج,المرج,بلبيس,27.0
القاهرة,المرج,المرج,الزقازيق,43.0
القاهرة,المرج,المرج,ديرب نجم,50.0
القاهرة,المرج,المرج,6 اكتوبر,25.0
القاهرة,المرج,المرج,6 اكتوبر (قديم),28.0
القاهرة,المرج,المرج,الهرم,15.0
القاهرة,المرج,المرج,كفر الدوار,75.0
القاهرة,المرج,المرج,بنها,22.0
القاهرة,المرج,المرج,المنصورة,55.0
القاهرة,المرج,المرج,المنصورة الجدية,90.0
القاهرة,المرج,المرج,شربين,60.0
القاهرة,المرج,المرج,دمياط الجديدة,115.0
القاهرة,المرج,المرج,طنطا,48.0
القاهرة,المرج,المرج,المحلة الكبرى,55.0
القاهرة,المرج,المرج,كفر الشيخ,58.0
القاهرة,المرج,المرج,العاصمة الإدارية,50.0
القاهرة,المرج,المرج,مدينة بدر,23.0
القاهرة,المرج,المرج,عبود,14.0
القاهرة,المرج,المرج,الزاوية الحمراء,14.0
القاهرة,المرج,المرج,مسطرد,9.0
القاهرة,المرج,المرج,الدائرى,9.0
القاهرة,المرج,المرج,عزبة - مترو,9.0
القاهرة,حلوان,عين حلوان,بنى سويف,60.0
القاهرة,حلوان,عين حلوان,الواسطى,53.0
القاهرة,حلوان,عين حلوان,المنيا,140.0
القاهرة,حلوان,عين حلوان,أسيوط,205.0
القاهرة,حلوان,عين حلوان,سوهاج,210.0
القاهرة,حلوان,عين حلوان,قنا,220.0
القاهرة,حلوان,عين حلوان,الوادى الجديد,250.0
القاهرة,حلوان,عين حلوان,الفيوم,61.0
القاهرة,حلوان,عين حلوان,أبشواى,63.0
القاهرة,حلوان,عين حلوان,طامية,55.0
القاهرة,حلوان,عين حلوان,سنورس,55.0
القاهرة,حلوان,عين حلوان,يوسف الصديق,65.0
القاهرة,حلوان,عين حلوان,سنهور,61.0
القاهرة,حلوان,عين حلوان,الصف,20.0
القاهرة,حلوان,عين حلوان,أطفيح,28.0
القاهرة,حلوان,عين حلوان,البرمبل,33.0
القاهرة,حلوان,عين حلوان,مدينة بدر,33.0
القاهرة,حلوان,عين حلوان,6 اكتوبر,30.0
القاهرة,حلوان,عين حلوان,العبور,36.0
القاهرة,حلوان,عين حلوان,الزقازيق,40.0
القاهرة,حلوان,عين حلوان,الإسكندرية,125.0
القاهرة,حلوان,عين حلوان,كفر الشيخ,60.0
القاهرة,حلوان,عين حلوان,طنطا,53.0
القاهرة,حلوان,عين حلوان,المحلة الكبرى,61.0
بنى سويف,بنى سويف,بنى سويف,المنيب,68.0
بنى سويف,بنى سويف,بنى سويف,حلوان,60.0
بنى سويف,بنى سويف,بنى سويف,المرج,70.0
بنى سويف,بنى سويف,بنى سويف,6 اكتوبر,60.0
بنى سويف,بنى سويف,بنى سويف,السلام,70.0
بنى سويف,بنى سويف,بنى سويف,مدينة بدر,84.0
بنى سويف,بنى سويف,بنى سويف,عبود,72.0
بنى سويف,بنى سويف,بنى سويف,الإسكندرية,198.0
بنى سويف,بنى سويف,بنى سويف,المنيا,57.0
بنى سويف,بنى سويف,بنى سويف,الفيوم (زراعى),18.0
بنى سويف,بنى سويف,بنى سويف,الفيوم (صحراوى),19.0
بنى سويف,بنى سويف,بنى سويف,شريف باشا,4.5
بنى سويف,بنى سويف,بنى سويف,ناصر,5.0
بنى سويف,بنى سويف,بنى سويف,الزيتون,6.0
بنى سويف,بنى سويف,بنى سويف,بنى عدى,6.0
بنى سويف,بنى سويف,بنى سويف,إشمنت,7.0
بنى سويف,بنى سويف,بنى سويف,الميمون,7.0
بنى سويف,بنى سويف,بنى سويف,بنى حدير,8.0
بنى سويف,بنى سويف,بنى سويف,الواسطى,12.0
بنى سويف,بنى سويف,بنى سويف,دلاص,6.0
بنى سويف,بنى سويف,بنى سويف,طنسا الملق,6.0
بنى سويف,بنى سويف,بنى سويف,طنسا بنى مالو,5.0
بنى سويف,بنى سويف,بنى سويف,بنى قاسم,6.0
بنى سويف,بنى سويف,بنى سويف,ببا,8.0
بنى سويف,بنى سويف,بنى سويف,سدس الأمراء,8.0
بنى سويف,بنى سويف,بنى سويف,باروط,6.0
بنى سويف,بنى سويف,بنى سويف,إهوة,6.0
بنى سويف,بنى سويف,بنى سويف,الفشن,14.0
بنى سويف,بنى سويف,بنى سويف,قنبش الحمراء,7.0
بنى سويف,بنى سويف,بنى سويف,الحلابية,6.0
بنى سويف,بنى سويف,بنى سويف,تزمنت الشرقية,5.0
بنى سويف,بنى سويف,بنى سويف,سمسطا,14.0
بنى سويف,بنى سويف,بنى سويف,إهناسيا الخضراء,5.0
بنى سويف,بنى سويف,بنى سويف,إهناسيا المدينة,8.0
بنى سويف,بنى سويف,بنى سويف,اللاهون,10.0
بنى سويف,بنى سويف,بنى سويف,نعيم,5.0
بنى سويف,بنى سويف,بنى سويف,طحا بوش,5.0
بنى سويف,بنى سويف,بنى سويف,باها,8.0
بنى سويف,بنى سويف,بنى سويف,المسيد الأبيض,6.0
بنى سويف,بنى سويف,بنى سويف,المدينة شرق النيل,5.0
بنى سويف,بنى سويف,بنى سويف,العلالمة,8.0
بنى سويف,بنى سويف,بنى سويف,الورشة,8.0
بنى سويف,بنى سويف,بنى سويف,بياض العرب,5.0
بنى سويف,بنى سويف,بنى سويف,بنى سليمان,5.0
بنى سويف,بنى سويف,بنى سويف,جزيرة أبو صالح,8.5
بنى سويف,بنى سويف,بنى سويف,سنور,8.0
بنى سويف,بنى سويف,بنى سويف,البرمبل,16.0
بنى سويف,بنى سويف,بنى سويف,تل الناروز,5.0
بنى سويف,بنى سويف,بنى سويف,بنى هارون,5.0
بنى سويف,بنى سويف,بنى سويف,بنى عفان,5.0
بنى سويف,بنى سويف,بنى سويف,بنى بخيت,5.0
بنى سويف,بنى سويف,بنى سويف,غياضة الغربية,6.0
بنى سويف,بنى سويف,بنى سويف,شاويش,6.0
بنى سويف,بنى سويف,بنى سويف,بلفيا,5.0
بنى سويف,بنى سويف,بنى سويف,إبشنا,6.0
بنى سويف,بنى سويف,بنى سويف,دنديل,7.0
بنى سويف,بنى سويف,بنى سويف,أبو صير الملق,10.0
بنى سويف,بنى سويف,بنى سويف,بهبشين,7.0
بنى سويف,بنى سويف,بنى سويف,السعادنة,7.0
بنى سويف,بنى سويف,بنى سويف,دموشيا,5.0
بنى سويف,بنى سويف,بنى سويف,كوم أبو خلاد,8.0
بنى سويف,بنى سويف,بنى سويف,قاى,8.0
بنى سويف,بنى سويف,بنى سويف,الضباعنة,5.0
بنى سويف,بنى سويف,بنى سويف,الملاحية,6.0
بنى سويف,بنى سويف,بنى سويف,عزبة معارك,5.0
بنى سويف,بنى سويف,بنى سويف,الحاجر,8.0
بنى سويف,بنى سويف,بنى سويف,اسكندر تل منصور,7.0
بنى سويف,بنى سويف,بنى سويف,رياض باشا,5.0
بنى سويف,بنى سويف,بنى سويف,معصرة نعسان,8.0
بنى سويف,بنى سويف,بنى سويف,عزبة على حمودة,6.0
بنى سويف,ببا,ببا,المنيب,69.0
بنى سويف,ببا,ببا,بنى سويف,8.0
بنى سويف,ببا,ببا,المرج,77.0
بنى سويف,ببا,ببا,الإسكندرية,204.0
بنى سويف,ببا,ببا,السلطانى,5.0
بنى سويف,ببا,ببا,بنى قاسم,5.0
بنى سويف,ببا,ببا,البرانقة,5.0
بنى سويف,ببا,ببا,طنسا بنى مالو,5.0
بنى سويف,ببا,ببا,منشأة عاصم,5.0
بنى سويف,ببا,ببا,سدس الأمراء,5.0
بنى سويف,ببا,ببا,شوشة,5.0
بنى سويف,ببا,ببا,هربشنت,5.0
بنى سويف,ببا,ببا,سراج,5.0
بنى سويف,ببا,ببا,الشراهنة,5.0
بنى سويف,ببا,ببا,الفشن,6.0
بنى سويف,ببا,ببا,طرشوب,5.0
بنى سويف,ببا,ببا,أبو شربان,5.0
بنى سويف,ببا,ببا,البرقى,5.0
بنى سويف,ببا,ببا,صفط رشين,5.0
بنى سويف,ببا,ببا,بنى مؤمنة,5.0
بنى سويف,ببا,ببا,المزرعة,5.0
بنى سويف,ببا,ببا,دشطوط,6.0
بنى سويف,ببا,ببا,عمار والزاوية,7.0
بنى سويف,ببا,ببا,لوبى المحيط,5.0
بنى سويف,ببا,ببا,عزبة هوس,5.0
بنى سويف,ببا,ببا,الشريف,5.0
بنى سويف,ببا,ببا,الإمام,5.0
بنى سويف,ببا,ببا,قنبش الحمراء,5.0
بنى سويف,ببا,ببا,كفر ناصر,5.0
بنى سويف,ببا,ببا,عزبة نجيب,5.0
بنى سويف,ببا,ببا,أبو عدس,5.0
بنى سويف,ببا,ببا,غياضة,5.0
بنى سويف,ببا,ببا,بنى ماضى,5.0
بنى سويف,ببا,ببا,كفر منصور,5.0
بنى سويف,ببا,ببا,اسكندر,5.0
بنى سويف,ببا,ببا,الضباعنة,5.0
بنى سويف,ببا,ببا,سدس البلد,5.0
بنى سويف,ببا,ببا,برامل,5.0
بنى سويف,ببا,ببا,بدهل,5.0
بنى سويف,ببا,ببا,رزقة المشارقة,5.0
بنى سويف,ببا,ببا,نزلة على كيلانى,5.0
بنى سويف,ببا,ببا,طحا البيشة,5.0
بنى سويف,ببا,ببا,هلية,5.0
بنى سويف,ببا,ببا,سمسطا,7.0
بنى سويف,ببا,ببا,كوم الصعايدة,6.0
بنى سويف,الفشن,الفشن,المنيب,73.0
بنى سويف,الفشن,الفشن,بنى سويف,14.0
بنى سويف,الفشن,الفشن,المرج,82.0
بنى سويف,الفشن,الفشن,الإسكندرية,209.0
بنى سويف,الفشن,الفشن,مغاغة,10.0
بنى سويف,الفشن,الفشن,ببا,6.0
بنى سويف,الفشن,الفشن,سدس الأمراء,5.0
بنى سويف,الفشن,الفشن,صفط الخرسا,5.0
بنى سويف,الفشن,الفشن,صفط العرفا,5.0
بنى سويف,الفشن,الفشن,دلهانس,8.0
بنى سويف,الفشن,الفشن,الجفادون,7.0
بنى سويف,الفشن,الفشن,الجمهود,8.0
بنى سويف,الفشن,الفشن,شنرا,8.0
بنى سويف,الفشن,الفشن,منسابة,6.0
بنى سويف,الفشن,الفشن,اقفهص,8.0
بنى سويف,الفشن,الفشن,نزلة اقفهص,6.0
بنى سويف,الفشن,الفشن,البرقى,6.0
بنى سويف,الفشن,الفشن,بكرية,8.0
بنى سويف,الفشن,الفشن,تلت,8.0
بنى سويف,الفشن,الفشن,نزلة البرقى,7.0
بنى سويف,الفشن,الفشن,الكنيسة,7.0
بنى سويف,الفشن,الفشن,صفط النور,6.0
بنى سويف,الفشن,الفشن,بسفا,5.0
بنى سويف,الفشن,الفشن,الفنت,6.0
بنى سويف,الفشن,الفشن,منشأة عمر,7.0
بنى سويف,الفشن,الفشن,صالح فريد,7.0
بنى سويف,الفشن,الفشن,القضابى,5.0
بنى سويف,الفشن,الفشن,الفنت الغربية,5.0
بنى سويف,الفشن,الفشن,الشقر,5.0
بنى سويف,الفشن,الفشن,كفر درويش,7.0
بنى سويف,الفشن,الفشن,ابسوج,5.0
بنى سويف,الفشن,الفشن,نزلة حنا,5.0
بنى سويف,الفشن,الفشن,الزاوية الخضراء,5.0
بنى سويف,الفشن,الفشن,بنى صالح,5.0
بنى سويف,الفشن,الفشن,طلا,8.0
بنى سويف,إهناسيا,إهناسيا,المنيب,68.0
بنى سويف,إهناسيا,إهناسيا,بنى سويف,8.0
بنى سويف,إهناسيا,إهناسيا,المرج,77.0
بنى سويف,إهناسيا,إهناسيا,الإسكندرية,205.0
بنى سويف,إهناسيا,إهناسيا,الشوبك,5.0
بنى سويف,إهناسيا,إهناسيا,وش الباب,5.0
بنى سويف,إهناسيا,إهناسيا,براوة الوقف,6.0
بنى سويف,إهناسيا,إهناسيا,البهسمون,7.0
بنى سويف,إهناسيا,إهناسيا,ميانة,6.0
بنى سويف,إهناسيا,إهناسيا,منهرو,5.0
بنى سويف,إهناسيا,إهناسيا,النويرة,5.0
بنى سويف,إهناسيا,إهناسيا,المسيد الأبيض,5.0
بنى سويف,إهناسيا,إهناسيا,دير براوة,5.0
بنى سويف,إهناسيا,إهناسيا,البدينى,5.0
بنى سويف,إهناسيا,إهناسيا,منشأة كساب,5.0
بنى سويف,إهناسيا,إهناسيا,ننا,5.0
بنى سويف,إهناسيا,إهناسيا,منشأة عبد الصمد,5.0
بنى سويف,إهناسيا,إهناسيا,بهنموة,5.0
بنى سويف,إهناسيا,إهناسيا,ادراسية,6.0
بنى سويف,إهناسيا,إهناسيا,اللاهون,8.0
بنى سويف,إهناسيا,إهناسيا,شرهى,5.0
بنى سويف,إهناسيا,إهناسيا,العواونة,5.0
بنى سويف,إهناسيا,إهناسيا,قاى,5.0
بنى سويف,إهناسيا,إهناسيا,المعصرة,8.0
بنى سويف,إهناسيا,إهناسيا,كوم الرمل البحرى,5.0
بنى سويف,إهناسيا,إهناسيا,بنى هانى,6.0
بنى سويف,إهناسيا,إهناسيا,سدمنت الجبل,5.0
بنى سويف,إهناسيا,إهناسيا,طما فيوم,6.0
بنى سويف,إهناسيا,إهناسيا,كفر أبو شهبة,5.0
بنى سويف,إهناسيا,إهناسيا,المشارقة وقلة,6.0
بنى سويف,إهناسيا,إهناسيا,شاويش,5.0
بنى سويف,إهناسيا,إهناسيا,قلها,5.0
بنى سويف,إهناسيا,إهناسيا,منشأة الأمراء,5.0
بنى سويف,إهناسيا,إهناسيا,الأنصار,9.0
بنى سويف,إهناسيا,إهناسيا,منشأة الحج,5.0
بنى سويف,إهناسيا,إهناسيا,منشأة طاهر,6.0
بنى سويف,إهناسيا,إهناسيا,نزلة خلف,6.0
بنى سويف,إهناسيا,إهناسيا,زكى فاضل,6.0
بنى سويف,إهناسيا,إهناسيا,معصرة نعسان,6.0
بنى سويف,سمسطا,سمسطا,المنيب,73.0
بنى سويف,سمسطا,سمسطا,بنى سويف,14.0
بنى سويف,سمسطا,سمسطا,المرج,82.0
بنى سويف,سمسطا,سمسطا,الإسكندرية,209.0
بنى سويف,سمسطا,سمسطا,سدس الأمراء,6.0
بنى سويف,سمسطا,سمسطا,هلية,5.0
بنى سويف,سمسطا,سمسطا,العساكرة,5.0
بنى سويف,سمسطا,سمسطا,الزاوية,5.0
بنى سويف,سمسطا,سمسطا,نزلة الديب,5.0
بنى سويف,سمسطا,سمسطا,عمار,5.0
بنى سويف,سمسطا,سمسطا,منشأة أبو مليح,5.0
بنى سويف,سمسطا,سمسطا,بنى حلة,5.0
بنى سويف,سمسطا,سمسطا,بدهل,5.0
بنى سويف,سمسطا,سمسطا,الشماشرجى,5.0
بنى سويف,سمسطا,سمسطا,قفطان الشرقية,5.0
بنى سويف,سمسطا,سمسطا,مصطفى آغا,5.0
بنى سويف,سمسطا,سمسطا,عزبة أبو حسانين,5.0
بنى سويف,سمسطا,سمسطا,بنى محمد راشد,5.0
بنى سويف,سمسطا,سمسطا,المحمودية,5.0
بنى سويف,سمسطا,سمسطا,تلت,6.0
بنى سويف,سمسطا,سمسطا,عزبة معوض,5.0
بنى سويف,سمسطا,سمسطا,الشنطور,5.0
بنى سويف,سمسطا,سمسطا,دشطوط,5.0
بنى سويف,سمسطا,سمسطا,دشاشة,5.0
بنى سويف,سمسطا,سمسطا,الشيخ خطاب,5.0
بنى سويف,سمسطا,سمسطا,كوم النور,6.0
بنى سويف,سمسطا,سمسطا,الريغة البحرية,6.0
بنى سويف,سمسطا,سمسطا,عزبة نصر جمعة,6.0
بنى سويف,سمسطا,سمسطا,كوم الرمل القبلى,6.0
بنى سويف,سمسطا,سمسطا,القصبة,5.0
بنى سويف,سمسطا,سمسطا,سربو,5.0
بنى سويف,سمسطا,سمسطا,قفطان الغربية,5.0
بنى سويف,سمسطا,سمسطا,عزبة نصر جمعة,5.0
بنى سويف,سمسطا,سمسطا,مازوره,5.0
بنى سويف,سمسطا,سمسطا,الشيخ عابد,5.0
بنى سويف,سمسطا,سمسطا,كوم الصعايدة,5.0
بنى سويف,سمسطا,سمسطا,الأزهرى,5.0
بنى سويف,سمسطا,سمسطا,الفشن,8.0
بنى سويف,سمسطا,سمسطا,القرية الأولى,8.0
بنى سويف,سمسطا,سمسطا,القرية الثانية,8.0
بنى سويف,سمسطا,سمسطا,القرية الثالثة,8.0
بنى سويف,سمسطا,سمسطا,ببا,7.0
بنى سويف,سمسطا,سمسطا,طلا,5.0
بنى سويف,ناصر,ناصر,المنيب,59.0
بنى سويف,ناصر,ناصر,بنى سويف,5.0
بنى سويف,ناصر,ناصر,إشمنت,5.0
بنى سويف,ناصر,ناصر,بنى عدى,5.0
بنى سويف,ناصر,ناصر,الزيتون,5.0
بنى سويف,ناصر,ناصر,الرياض,7.0
بنى سويف,ناصر,ناصر,بهبشين,5.0
بنى سويف,ناصر,ناصر,دلاص,5.0
بنى سويف,ناصر,ناصر,طنسا بنى مالو,5.0
بنى سويف,ناصر,ناصر,طحا بوش,5.0
بنى سويف,ناصر,ناصر,دنديل,5.0
بنى سويف,ناصر,ناصر,الواسطى,7.0
بنى سويف,ناصر,ناصر,كفر الجزيرة,6.0
بنى سويف,ناصر,ناصر,أبو صير الملق,6.0
بنى سويف,الواسطى,الواسطى,المنيب,57.0
بنى سويف,الواسطى,الواسطى,حلوان,55.0
بنى سويف,الواسطى,الواسطى,بنى سويف,12.0
بنى سويف,الواسطى,الواسطى,المرج,68.0
بنى سويف,الواسطى,الواسطى,الإسكندرية,187.0
بنى سويف,الواسطى,الواسطى,عطف إفوة,5.0
بنى سويف,الواسطى,الواسطى,إفوة,5.0
بنى سويف,الواسطى,الواسطى,ميدوم,6.0
بنى سويف,الواسطى,الواسطى,صفط الشرقية,5.0
بنى سويف,الواسطى,الواسطى,صفط الغربية,6.0
بنى سويف,الواسطى,الواسطى,الحومة,5.0
بنى سويف,الواسطى,الواسطى,قمن العروس,5.0
بنى سويف,الواسطى,الواسطى,كفر أبيج,5.0
بنى سويف,الواسطى,الواسطى,كوم ادريجه,5.0
بنى سويف,الواسطى,الواسطى,كفر بنى عتمان,5.0
بنى سويف,الواسطى,الواسطى,انفسط,7.0
بنى سويف,الواسطى,الواسطى,ونا القس,7.0
بنى سويف,الواسطى,الواسطى,إبويط,7.0
بنى سويف,الواسطى,الواسطى,كوم أبو راضى,7.0
بنى سويف,الواسطى,الواسطى,الميمون,5.0
بنى سويف,الواسطى,الواسطى,بنى حدير,5.0
بنى سويف,الواسطى,الواسطى,معصرة أبو صير,8.0
بنى سويف,الواسطى,الواسطى,أبو صير الملق,10.0
بنى سويف,الواسطى,الواسطى,الديابة,5.0
بنى سويف,الواسطى,الواسطى,أطواب,5.0
بنى سويف,الواسطى,الواسطى,الرقة,5.0
بنى سويف,الواسطى,الواسطى,القطورى,6.0
بنى سويف,الواسطى,الواسطى,جرزا,7.0
بنى سويف,الواسطى,الواسطى,المتانيا,8.0
بنى سويف,الواسطى,الواسطى,كفر عمار,8.0
بنى سويف,الواسطى,الواسطى,العياط,11.0
دمياط,كفر سعد,كفر سعد,دمياط,9.5
دمياط,كفر سعد,كفر سعد,فارسكور,5.5
دمياط,كفر سعد,كفر سعد,دمياط الجديدة,9.5
دمياط,كفر سعد,كفر سعد,ميت أبو غالب,6.5
