governate,city,station_name,destination,price
الدقهلية,المنصورة,قولونجيل,الخيارية,4.25
الدقهلية,المنصورة,قولونجيل,كفر الأعجر,5.25
الدقهلية,المنصورة,قولونجيل,ديمشلت,5.25
الدقهلية,المنصورة,موقف سندوب العمومى,الزهور,52.0
الدقهلية,المنصورة,موقف سندوب العمومى,مدينة بدر,72.75
الدقهلية,المنصورة,موقف سندوب العمومى,ميت غمر,13.5
الدقهلية,المنصورة,موقف سندوب العمومى,أجا,8.0
الدقهلية,المنصورة,موقف سندوب العمومى,السنبلاوين,8.75
الدقهلية,المنصورة,موقف سندوب العمومى,كفر صقر,20.5
الدقهلية,المنصورة,موقف سندوب العمومى,نقيطة,4.5
الدقهلية,المنصورة,موقف سندوب العمومى,سلكا,4.5
الدقهلية,المنصورة,موقف سندوب العمومى,منية سندوب,4.25
الدقهلية,المنصورة,موقف سندوب العمومى,برج النور,5.25
الدقهلية,المنصورة,موقف سندوب العمومى,بلجاى,4.25
الدقهلية,المنصورة,موقف سندوب العمومى,البقلية,4.25
الدقهلية,المنصورة,موقف سندوب العمومى,ميت الأكراد,4.25
الدقهلية,المنصورة,موقف سندوب العمومى,دماص,10.0
الدقهلية,المنصورة,كوم الدربى,شاوه,4.25
الدقهلية,المنصورة,كوم الدربى,كود الدربى,4.25
الدقهلية,المنصورة,كوم الدربى,تلبانة,4.5
الدقهلية,المنصورة,كوم الدربى,تمى الأمديد,8.0
الدقهلية,المنصورة,طناح,ميت فارس,10.75
الدقهلية,المنصورة,طناح,بنى عبيد,11.75
الدقهلية,المنصورة,طناح,ميت على,4.5
الدقهلية,المنصورة,طناح,برق العز,4.5
الدقهلية,المنصورة,طناح,طناح,8.0
الدقهلية,المنصورة,طناح,مدينة بدر,72.75
الدقهلية,المنصورة,ميت خميس,أويش الحجر,4.5
الدقهلية,المنصورة,ميت خميس,كفر الشنهاب,4.5
الدقهلية,المنصورة,ميت خميس,منية سمنود,9.25
الدقهلية,المنصورة,ميت خميس,نوسا البحر,6.0
الدقهلية,طلخا,الموقف الجديد,عبود,57.0
الدقهلية,طلخا,الموقف الجديد,الزهور,57.0
الدقهلية,طلخا,الموقف الجديد,الإسكندرية,119.0
الدقهلية,طلخا,الموقف الجديد,طنطا,37.0
الدقهلية,طلخا,الموقف الجديد,بورسعيد,73.5
الدقهلية,طلخا,الموقف الجديد,دمياط,30.0
الدقهلية,طلخا,الموقف الجديد,دمياط الجديدة,31.5
الدقهلية,طلخا,الموقف الجديد,كفر الشيخ,31.5
الدقهلية,طلخا,الموقف الجديد,بيلا,16.5
الدقهلية,طلخا,الموقف الجديد,الحامول,25.5
الدقهلية,طلخا,الموقف الجديد,بلطيم,45.5
الدقهلية,طلخا,الموقف الجديد,نبروه,7.5
الدقهلية,طلخا,الموقف الجديد,المحلة الكبرى,17.5
الدقهلية,طلخا,الموقف الجديد,سمنود,11.0
الدقهلية,طلخا,الموقف الجديد,جمصة,24.5
الدقهلية,طلخا,الموقف الجديد,بسنديلة,9.25
الدقهلية,طلخا,الموقف الجديد,بلقاس,11.0
الدقهلية,طلخا,الموقف الجديد,شربين,10.75
الدقهلية,طلخا,الموقف الجديد,أجا,9.5
الدقهلية,طلخا,الموقف الجديد,السنبلاوين,11.0
الدقهلية,طلخا,موقف ديمره,ديمره,5.75
الدقهلية,طلخا,موقف ديمره,أورمان,4.5
الدقهلية,طلخا,موقف ديمره,المنيل,4.5
الدقهلية,طلخا,موقف ديمره,كفور العرب,4.5
الدقهلية,طلخا,موقف ديمره,كفر الأصالى,5.25
الدقهلية,طلخا,موقف ديمره,كفر ديمره,4.5
الدقهلية,طلخا,موقف ديمره,ميت زنقر,5.75
الدقهلية,طلخا,موقف بطره,بطره,5.75
الدقهلية,طلخا,موقف بطره,شرنقاش,4.5
الدقهلية,طلخا,موقف بطره,الروضة,5.0
الدقهلية,طلخا,موقف ميت عنتر,ميت عنتر,4.0
الدقهلية,طلخا,موقف ميت الكرما,ميت الكرما,4.5
الدقهلية,طلخا,موقف ميت الكرما,المنشية,4.5
الدقهلية,أجا,موقف المنصورة,سندوب,8.0
الدقهلية,أجا,موقف المنصورة,طلخا,9.5
الدقهلية,أجا,موقف المنصورة,نوسا الغيط,4.5
الدقهلية,أجا,الموقف الجديد,الزهور,49.0
الدقهلية,أجا,الموقف الجديد,6 اكتوبر,49.0
الدقهلية,أجا,الموقف الجديد,عبود,48.0
الدقهلية,أجا,الموقف الجديد,السلام,48.0
الدقهلية,أجا,الموقف الجديد,ميت غمر,9.5
الدقهلية,أجا,الموقف الجديد,فيشابنا,6.5
الدقهلية,أجا,الموقف الجديد,منية سمنود,4.5
الدقهلية,أجا,الموقف الجديد,المحلة الكبرى,11.25
الدقهلية,أجا,الموقف الجديد,ميت دمسيس,7.5
الدقهلية,أجا,الموقف الجديد,شبراويش,5.25
الدقهلية,أجا,الموقف الجديد,سماحة,5.75
الدقهلية,أجا,الموقف الجديد,الديرس,5.25
الدقهلية,أجا,الموقف الجديد,ميت أبو الحارث,5.25
الدقهلية,أجا,الموقف الجديد,جراح,5.25
الدقهلية,أجا,الموقف الجديد,سمنود,10.75
الدقهلية,أجا,الموقف الجديد,شنيسة,4.5
الدقهلية,أجا,الموقف الجديد,بقطارس,4.5
الدقهلية,أجا,الموقف الجديد,الدير,5.0
الدقهلية,أجا,الموقف الجديد,سنجيد,5.0
الدقهلية,أجا,الموقف الجديد,نوسا البحر,5.0
الدقهلية,أجا,الموقف الجديد,ميت العامل,5.25
الدقهلية,أجا,الموقف الجديد,أخطاب,8.0
الدقهلية,أجا,الموقف الجديد,الغراقة,5.75
الدقهلية,أجا,الموقف الجديد,ميت فضالة,5.75
الدقهلية,ميت غمر,بحور كوبرى العاشر,مدينة بدر,54.25
الدقهلية,ميت غمر,أمام نفق السكة الجديد,الإسماعيلية,54.25
الدقهلية,ميت غمر,أمام الإدارة الزراعية,ميت القرشى,5.25
الدقهلية,ميت غمر,أمام الإدارة الزراعية,السنبلاوين,10.0
الدقهلية,ميت غمر,محطة الأتوبيس القديم,كوم النور,4.5
الدقهلية,ميت غمر,محطة الأتوبيس القديم,اتميدة,5.0
الدقهلية,ميت غمر,محطة الأتوبيس القديم,ميت محسن,4.5
الدقهلية,ميت غمر,محطة الأتوبيس القديم,أجا,9.5
الدقهلية,ميت غمر,محطة الأتوبيس القديم,سنتماى,4.5
الدقهلية,ميت غمر,محطة الأتوبيس القديم,أوليلة,5.0
الدقهلية,ميت غمر,تقاطع 26 يوليو,إبيس البحيرة,40.25
الدقهلية,ميت غمر,تقاطع 26 يوليو,الإسكندرية,98.5
الدقهلية,ميت غمر,تقاطع 26 يوليو,طنطا,18.0
الدقهلية,ميت غمر,تقاطع 26 يوليو,زفتى,7.5
الدقهلية,ميت غمر,مصر للسياحة,كفر شكر,7.5
الدقهلية,ميت غمر,مصر للسياحة,ميت العز,5.25
الدقهلية,ميت غمر,مصر للسياحة,المعصرة,4.5
الدقهلية,ميت غمر,مصر للسياحة,كفر النعيم,4.5
الدقهلية,ميت غمر,مصر للسياحة,ميت ناجى,4.5
الدقهلية,ميت غمر,مصر للسياحة,سرنجا,4.5
الدقهلية,ميت غمر,مصر للسياحة,ميت أبو خالد,8.0
الدقهلية,ميت غمر,مصر للسياحة,ميت يعيش,8.75
الدقهلية,ميت غمر,مصر للسياحة,هلا,6.5
الدقهلية,ميت غمر,مصر للسياحة,بشلا,4.5
الدقهلية,ميت غمر,مصر للسياحة,فيشابنا,4.5
الدقهلية,ميت غمر,مصر للسياحة,صهرجت,5.5
الدقهلية,ميت غمر,مصر للسياحة,بنها,14.5
الدقهلية,ميت غمر,23 يوليو,الدبونية,5.0
الدقهلية,ميت غمر,23 يوليو,كفور البهايتة,5.25
الدقهلية,ميت غمر,23 يوليو,عبود,42.0
الدقهلية,ميت غمر,23 يوليو,المنصورة,17.0
الدقهلية,ميت غمر,23 يوليو,ميت الفرماوى,5.25
الدقهلية,ميت غمر,23 يوليو,دنديط,5.0
الدقهلية,ميت غمر,23 يوليو,كفر بهيدة,5.0
الدقهلية,ميت غمر,23 يوليو,دماص,5.0
الدقهلية,ميت غمر,23 يوليو,سنفا,5.75
الدقهلية,ميت غمر,23 يوليو,أخطاب,6.5
الدقهلية,ميت غمر,23 يوليو,كفر النعمان,5.0
الدقهلية,ميت غمر,23 يوليو,كفر سرنجا,4.5
الدقهلية,ميت غمر,23 يوليو,التحرير,46.25
الدقهلية,ميت غمر,البرامبل,سندوب,13.25
الدقهلية,ميت غمر,البرامبل,السلام,45.0
الدقهلية,ميت غمر,البرامبل,القاهرة,36.5
الدقهلية,ميت غمر,البرامبل,الزهور,42.0
الدقهلية,ميت غمر,دماص,دماص,10.0
الدقهلية,ميت غمر,دماص,سندوب,10.0
الدقهلية,ميت غمر,شارع العاشر من رمضان,الزقازيق,16.0
الدقهلية,ميت غمر,شارع العاشر من رمضان,العاشر من رمضان,40.0
الدقهلية,دكرنس,النقراشى,عبود,65.0
الدقهلية,دكرنس,النقراشى,السلام,65.0
الدقهلية,دكرنس,النقراشى,المنصورة,10.75
الدقهلية,دكرنس,النقراشى,شربين,8.0
الدقهلية,دكرنس,النقراشى,نجير,4.5
الدقهلية,دكرنس,النقراشى,محلة دمنة,4.5
الدقهلية,دكرنس,النقراشى,ديمشلت,5.0
الدقهلية,دكرنس,النقراشى,المنزلة,13.0
الدقهلية,دكرنس,المنياوى,المحمودية,6.5
الدقهلية,دكرنس,المنياوى,ميت طريف,6.5
الدقهلية,دكرنس,المنياوى,الشركة,9.25
الدقهلية,دكرنس,المنياوى,منشأة عبد الرحمن,6.5
الدقهلية,دكرنس,المنياوى,الصلاحات,5.25
الدقهلية,دكرنس,المنياوى,أشمون الرمان,4.25
الدقهلية,دكرنس,المنياوى,منية النصر,4.5
الدقهلية,دكرنس,المنياوى,بنى عبيد,6.5
الدقهلية,دكرنس,المنياوى,حادوس,9.25
الدقهلية,دكرنس,المنياوى,اليوسيفية,8.0
الدقهلية,دكرنس,المنياوى,ظفر,8.0
الدقهلية,دكرنس,المنياوى,ميت عدلان,4.5
الدقهلية,دكرنس,المنياوى,طناح,5.0
الدقهلية,دكرنس,المنياوى,الكردى,6.5
الدقهلية,دكرنس,المنياوى,ديرب الخضر,6.5
الدقهلية,منية النصر,القاهرة,عبود,66.0
الدقهلية,منية النصر,القاهرة,السلام,65.0
الدقهلية,منية النصر,المنصورة,المنصورة,13.25
الدقهلية,منية النصر,المنصورة,دمياط,14.75
الدقهلية,منية النصر,المنصورة,دكرنس,4.5
الدقهلية,منية النصر,المنصورة,النزل,4.5
الدقهلية,منية النصر,المنصورة,الرياض,5.25
الدقهلية,منية النصر,المنصورة,الزرقا,6.5
الدقهلية,منية النصر,المنصورة,ميت تمامة,4.5
الدقهلية,منية النصر,المنصورة,البجلات,4.5
الدقهلية,منية النصر,المنصورة,الجنينة,4.5
الدقهلية,منية النصر,المنصورة,الكردى,5.0
الدقهلية,ميت سلسيل,المحطة,دمياط الجديدة,39.0
الدقهلية,ميت سلسيل,المحطة,المنصورة,23.25
الدقهلية,ميت سلسيل,المحطة,القاهرة,83.5
الدقهلية,ميت سلسيل,المحطة,بورسعيد,44.25
الدقهلية,ميت سلسيل,الجوابر,المنزلة,5.25
الدقهلية,ميت سلسيل,الجوابر,الإتحاد,5.25
الدقهلية,الجمالية,العمومى,المنصورة,23.75
الدقهلية,الجمالية,العمومى,القاهرة,74.25
الدقهلية,الجمالية,العمومى,بورسعيد,44.75
الدقهلية,الجمالية,العمومى,دمياط,23.25
الدقهلية,الجمالية,العمومى,دمياط الجديدة,34.5
الدقهلية,الجمالية,كوبرى بحارة العيد,المنزلة,4.5
الدقهلية,الجمالية,ميدان الكباس,صان,16.0
الدقهلية,الجمالية,ميدان الكباس,مصر الجديدة,5.0
الدقهلية,الجمالية,كوبرى قشطة,الإسكندرية الجديدة,5.0
الدقهلية,الجمالية,كوبرى قشطة,دكرنس,11.0
الدقهلية,الجمالية,كوبرى قشطة,منية النصر,9.5
الدقهلية,الجمالية,كوبرى قشطة,الرياض,6.5
الدقهلية,الجمالية,كوبرى قشطة,ميت مرجا سلسيل,4.25
الدقهلية,الجمالية,كوبرى قشطة,البصراط,4.25
الدقهلية,الجمالية,كوبرى قشطة,كفور الجمالية,5.0
الدقهلية,الجمالية,كوبرى قشطة,ميت سلسيل,5.0
الدقهلية,الجمالية,كوبرى قشطة,الكردى,5.25
الدقهلية,الجمالية,كوبرى قشطة,كفر علام,6.5
الدقهلية,المنزلة,موقف المنزلة العمومى,عبود,88.0
الدقهلية,المنزلة,موقف المنزلة العمومى,السلام,88.0
الدقهلية,المنزلة,موقف المنزلة العمومى,المنصورة,26.0
الدقهلية,المنزلة,موقف المنزلة العمومى,بورسعيد,45.0
الدقهلية,المنزلة,موقف المنزلة العمومى,دمياط الجديدة,37.75
الدقهلية,المنزلة,موقف المنزلة العمومى,دمياط,25.0
الدقهلية,المنزلة,دكرنس,دكرنس,13.0
الدقهلية,المنزلة,الجمالية,الجمالية,4.5
الدقهلية,المنزلة,النسايمة,النسايمة,5.0
الدقهلية,المنزلة,المطرية,المطرية,5.0
الدقهلية,المنزلة,المطرية,منية النصر,10.0
الدقهلية,المنزلة,المطرية,الأحمدية,4.5
الدقهلية,المنزلة,المطرية,الفروسات,4.5
الدقهلية,المنزلة,المطرية,العزيزة,4.5
الدقهلية,المنزلة,المطرية,العامرة,4.5
الدقهلية,المنزلة,المطرية,المواجد,4.5
الدقهلية,المنزلة,المطرية,المنزلة الجديدة,4.5
الدقهلية,المنزلة,المطرية,الحوتة,4.25
الدقهلية,المنزلة,المطرية,البصراط,4.25
الدقهلية,المنزلة,المطرية,الرياض,8.0
الدقهلية,المنزلة,المطرية,كفر علام,8.0
الدقهلية,المنزلة,المطرية,ميت عاصم,8.0
الدقهلية,المنزلة,المطرية,دمياط الجديدة,42.25
الدقهلية,المنزلة,المطرية,المنزلة,5.0
الدقهلية,المنزلة,المطرية,بورسعيد,40.25
الدقهلية,المنزلة,المطرية,العصافرة,4.25
الدقهلية,المنزلة,المطرية,المنصورة,28.5
الدقهلية,نبروه,مجمع مواقف,طلخا,7.5
الدقهلية,نبروه,بهوت,بهوت,8.0
الدقهلية,نبروه,بهوت,نبروه,6.5
الدقهلية,نبروه,الطيبة,الطيبة,8.0
الدقهلية,نبروه,الطيبة,نبروه,4.5
الدقهلية,نبروه,تيرة,نبروه,8.75
الدقهلية,نبروه,تيرة,تيرة,8.75
الدقهلية,نبروه,تيرة,درين,8.75
الدقهلية,نبروه,تيرة,طلخا,8.75
الدقهلية,نبروه,تيرة,كفر الأبحر,8.75
الدقهلية,نبروه,بانوب,نبروه,7.25
الدقهلية,نبروه,بانوب,ميت عباد,6.5
الدقهلية,نبروه,بانوب,بانوب,10.75
الدقهلية,نبروه,بانوب,طلخا,10.75
الدقهلية,نبروه,نشا,نشا,8.75
الدقهلية,نبروه,نشا,نبروه,4.5
الدقهلية,نبروه,نشا,طلخا,8.75
الدقهلية,نبروه,طنيخ,نبروه,4.5
الدقهلية,نبروه,طنيخ,طنيخ,4.5
الدقهلية,بلقاس,ميدان المحطة,عبود,66.0
الدقهلية,بلقاس,ميدان المحطة,القاهرة,66.0
الدقهلية,بلقاس,ميدان المحطة,المنصورة,11.0
الدقهلية,بلقاس,ميدان المحطة,طلخا,11.0
الدقهلية,بلقاس,ميدان المحطة,دمياط الجديدة,18.5
الدقهلية,بلقاس,جمصة,جمصة,15.25
الدقهلية,بلقاس,جمصة,الجزاير,9.5
الدقهلية,بلقاس,جمصة,شربين,9.25
الدقهلية,بلقاس,جمصة,الملعب,5.25
الدقهلية,بلقاس,جمصة,الدمايرة,5.25
الدقهلية,بلقاس,جمصة,جميانة,5.75
الدقهلية,بلقاس,جمصة,وزير,5.75
الدقهلية,بلقاس,بسنديلة ودمياط,بسنديلة,4.5
الدقهلية,بلقاس,بسنديلة ودمياط,زقلمة,8.0
الدقهلية,بلقاس,بسنديلة ودمياط,القطنة,8.0
الدقهلية,بلقاس,بسنديلة ودمياط,دملاش,5.25
الدقهلية,بلقاس,قراش,قراش,8.0
الدقهلية,بلقاس,أبو دشيشة,أبو دشيشة,5.75
الدقهلية,بلقاس,الكردود,الكردود,5.0
الدقهلية,بلقاس,أبو طه,أبو طه,8.0
الدقهلية,بلقاس,أبو طه,الهلالى,8.0
الدقهلية,بلقاس,قلابشو,قلابشو,10.75
الدقهلية,بلقاس,جالية,جالية,11.0
الدقهلية,بلقاس,الجرايدة,الجرايدة,9.0
الدقهلية,بلقاس,الجرايدة,بيلا,9.0
الدقهلية,بلقاس,شرقية المعصرة,شرقية المعصرة,10.0
الدقهلية,بلقاس,الستامونى والحفير,الستامونى,9.5
الدقهلية,بلقاس,الستامونى والحفير,الخلالة,8.0
الدقهلية,بلقاس,الستامونى والحفير,البنزينة,13.75
الدقهلية,بلقاس,الستامونى والحفير,حفير 57,13.75
الدقهلية,بلقاس,الستامونى والحفير,المعصرة,4.5
الدقهلية,بلقاس,الستامونى والحفير,الحامول,14.5
الدقهلية,بلقاس,الستامونى والحفير,الشوامى,6.5
الدقهلية,شربين,موقف شربين العمومى,دمياط,20.0
الدقهلية,شربين,موقف شربين العمومى,المرج,60.0
الدقهلية,شربين,موقف شربين العمومى,الوسطانى,13.5
الدقهلية,شربين,موقف شربين العمومى,عبود,62.0
الدقهلية,شربين,موقف شربين العمومى,طلخا,11.0
الدقهلية,شربين,موقف شربين العمومى,بطرة,5.0
الدقهلية,شربين,موقف شربين العمومى,المنصورة,10.75
الدقهلية,شربين,موقف شربين العمومى,تفتيش كفر سعد,13.5
الدقهلية,شربين,موقف شربين العمومى,جمصة,17.25
الدقهلية,شربين,موقف شربين العمومى,السلام,61.0
الدقهلية,شربين,موقف كفور الغاب,أم الرزق,8.75
الدقهلية,شربين,موقف كفور الغاب,الصبرية,4.5
الدقهلية,شربين,موقف كفور الغاب,رأس الخليج,8.75
الدقهلية,شربين,موقف كفور الغاب,الأطرش,5.75
الدقهلية,شربين,موقف كفور الغاب,كفر الغاب,13.25
الدقهلية,شربين,موقف كفور الغاب,الوكالة,8.75
الدقهلية,شربين,موقف كفور الغاب,ترعة غنيم,5.0
الدقهلية,شربين,موقف كفور الغاب,العيادية,4.5
الدقهلية,شربين,موقف كفور الغاب,أبو جلال,5.75
الدقهلية,شربين,موقف كفور الغاب,بنيامين,6.5
الدقهلية,شربين,موقف بلقاس,الدبوسى,4.5
الدقهلية,شربين,موقف بلقاس,بلقاس,9.25
الدقهلية,شربين,موقف بلقاس,الشناوى,4.5
الدقهلية,شربين,موقف بلقاس,بسنديلة,5.0
الدقهلية,شربين,الضهرية,الضهرية,5.75
الدقهلية,شربين,الضهرية,دنجواى,4.25
الدقهلية,شربين,الضهرية,العوضية,5.0
الدقهلية,شربين,الضهرية,الأحمدية,4.5
الدقهلية,شربين,دكرنس,دكرنس,8.0
الدقهلية,شربين,دكرنس,بساط,4.5
الدقهلية,شربين,دكرنس,الزرقا,10.75
الدقهلية,شربين,دكرنس,البرامون,5.0
الدقهلية,شربين,الحصص,الحصص,4.25
الدقهلية,شربين,منشأة النصر,منشأة النصر,8.75
الدقهلية,شربين,منشأة النصر,كفر شريف,8.75
الدقهلية,شربين,أبو زاهر,أبو زاهر,5.75
الدقهلية,شربين,كفر الترعة,كفر الترعة,5.25
الدقهلية,شربين,بدواى,بدواى,4.5
الدقهلية,شربين,ديسط,كفر الحطبة,5.0
الدقهلية,شربين,ديسط,ديسط,5.0
الدقهلية,جمصة,موقف جمصة العمومى,عبود,81.0
الدقهلية,جمصة,موقف جمصة العمومى,بلقاس,15.25
الدقهلية,جمصة,موقف جمصة العمومى,شربين,17.25
الدقهلية,جمصة,موقف جمصة العمومى,طلخا,24.5
الدقهلية,جمصة,موقف جمصة العمومى,دمياط الجديدة,12.25
الدقهلية,جمصة,موقف جمصة العمومى,أجا,31.0
الدقهلية,جمصة,موقف جمصة العمومى,الوسطانى,6.5
الدقهلية,السنبلاوين,القاهرة,عبود,60.0
الدقهلية,السنبلاوين,القاهرة,السلام,60.0
الدقهلية,السنبلاوين,المنصورة,المنصورة,9.5
الدقهلية,السنبلاوين,المنصورة,سندوب,8.75
الدقهلية,السنبلاوين,المنصورة,طلخا,11.0
الدقهلية,السنبلاوين,الزقازيق,ديرب نجم,12.75
الدقهلية,السنبلاوين,الزقازيق,الزقازيق,24.0
الدقهلية,السنبلاوين,ميت غمر,البشينى,5.0
الدقهلية,السنبلاوين,ميت غمر,البلامون,5.0
الدقهلية,السنبلاوين,قرقيرة,قرقيرة,5.75
الدقهلية,السنبلاوين,ظفر,ظفر,8.75
الدقهلية,السنبلاوين,ظفر,غزالة,8.75
الدقهلية,السنبلاوين,ظفر,صدقا,8.75
الدقهلية,السنبلاوين,أبو ياسين,أبو ياسين,5.25
الدقهلية,السنبلاوين,كفر صقر,كفر عزام,5.0
الدقهلية,السنبلاوين,كفر صقر,الجلالية,5.0
الدقهلية,السنبلاوين,كفر صقر,كفر غنام,5.0
الدقهلية,السنبلاوين,كفر صقر,كفر صقر,15.25
الدقهلية,السنبلاوين,كفر صقر,صافور,6.5
الدقهلية,السنبلاوين,الحصاينة,طوخ الأقلام,4.25
الدقهلية,السنبلاوين,الحصاينة,نوب,4.25
الدقهلية,السنبلاوين,الحصاينة,الزهايرة,4.25
الدقهلية,السنبلاوين,الحصاينة,الحصاينة,4.25
الدقهلية,السنبلاوين,الحصاينة,ديو الوسطى,4.25
الدقهلية,السنبلاوين,ميت غراب,طنبول,5.0
الدقهلية,السنبلاوين,ميت غراب,ميت غراب,5.0
الدقهلية,السنبلاوين,ميت غراب,شبراهور,5.0
الدقهلية,السنبلاوين,ميت غراب,الأورمان,5.0
الدقهلية,السنبلاوين,ميت غراب,شبرا سندى,5.0
الدقهلية,السنبلاوين,ميت غراب,كفر غنام,5.0
الدقهلية,السنبلاوين,ميت غراب,برقين,5.0
الدقهلية,السنبلاوين,ميت غراب,برهمتوش,5.0
الدقهلية,السنبلاوين,الجلالية,أبو قراميط,4.5
الدقهلية,السنبلاوين,الجلالية,الجلالية,4.5
الدقهلية,السنبلاوين,الجلالية,بشمس,4.5
الدقهلية,السنبلاوين,الجلالية,البكارية,4.5
الدقهلية,السنبلاوين,الجلالية,منشأة أدهم,4.5
الدقهلية,السنبلاوين,الجلالية,كفر قنصوة,4.5
الدقهلية,السنبلاوين,الجلالية,كفر الروك,4.5
الدقهلية,السنبلاوين,الجلالية,المخزن,4.5
الدقهلية,السنبلاوين,الجلالية,التمد,4.5
الدقهلية,السنبلاوين,الجلالية,شبرا قبالة,4.5
الدقهلية,السنبلاوين,الجلالية,طنبارة,4.5
الدقهلية,السنبلاوين,الجلالية,كفر عزام,4.5
الدقهلية,السنبلاوين,الجلالية,كفر الأمير,4.5
الدقهلية,السنبلاوين,الجلالية,القاسمى,4.5
الدقهلية,السنبلاوين,الجلالية,طهواى,4.5
الدقهلية,السنبلاوين,الجلالية,أبو الصير,4.5
الدقهلية,السنبلاوين,السمارة,السمارة,8.0
الدقهلية,السنبلاوين,السمارة,أبو داوود,8.0
الدقهلية,السنبلاوين,السمارة,المقاطعة,8.0
الدقهلية,السنبلاوين,السمارة,الربع,8.0
الدقهلية,السنبلاوين,السمارة,البيضا,8.0
الدقهلية,السنبلاوين,السمارة,تاج العز,8.0
الدقهلية,السنبلاوين,السمارة,المبهى,8.0
الدقهلية,السنبلاوين,السمارة,منشأة السلام,8.0
الدقهلية,السنبلاوين,السمارة,أجا,8.0
الدقهلية,السنبلاوين,السمارة,تمى الأمديد,8.0
الدقهلية,تمى الأمديد,مجمع,سندوب,8.0
الدقهلية,تمى الأمديد,مجمع,السنبلاوين,8.0
الدقهلية,تمى الأمديد,مجمع,ظفر,5.0
الدقهلية,تمى الأمديد,مجمع,ميت صبرى أبو علم,5.0
الدقهلية,تمى الأمديد,مجمع,تاج العز,5.25
الدقهلية,تمى الأمديد,مجمع,صدقا,7.25
الدقهلية,تمى الأمديد,مجمع,الزهور,63.0
الدقهلية,تمى الأمديد,مجمع,أبو الصير,4.25
الدقهلية,تمى الأمديد,مجمع,الربع,4.25
الدقهلية,تمى الأمديد,مجمع,أبو داوود,4.25
الدقهلية,تمى الأمديد,مجمع,البيضا,4.0
الدقهلية,بنى عبيد,ميت فارس,الزهور,59.0
الدقهلية,بنى عبيد,ميت فارس,ميت فارس,4.5
الدقهلية,بنى عبيد,ميت فارس,المنصورة,11.0
الدقهلية,بنى عبيد,الصلاحات,دكرنس,5.25
الدقهلية,بنى عبيد,الصلاحات,الصلاحات,5.25
الدقهلية,بنى عبيد,بنى عبيد,دكرنس,6.5
الدقهلية,بنى عبيد,بنى عبيد,المنصورة,11.75
الدقهلية,بنى عبيد,بنى عبيد,الحدادة,5.0
الدقهلية,بنى عبيد,بنى عبيد,غازى مصبح,4.25
الدقهلية,بنى عبيد,بنى عبيد,ميت عدلان,4.5
الدقهلية,بنى عبيد,بنى عبيد,أبو المعاطى الباز,5.0
الدقهلية,بنى عبيد,بنى عبيد,طلمبا بنى عبيد,5.0
